-293,-759,-142,-494,-517,-247,-479,-601,-415,-459
285.994,745.87,140.545,352.323,488.376,241.745,428.711,609.807,168.592,450.358
231.373,653.488,59.168,185.714,332.312,218.517,329.386,586.674,61.922,398.686
185.578,564.024,-10.254,42.543,239.139,107.792,322.308,569.33,269.77,288.623
226.585,455.609,-7.158,211.608,139.295,131.012,207.278,626.856,254.325,24.595
194.922,256.483,147.042,504.547,230.798,287.692,-236.292,688.736,406.92,-356.745
204.456,45.17,103.143,730.728,276.084,-13.814,-138.418,538.563,136.414,-275.491
204.097,-9.024,120.599,475.534,-92.298,-299.843,-525.622,236.516,637.223,487.649
71.934,600.659,23.01,128.107,-424.041,-570.974,-733.263,-312.716,415.285,1452.033
-144.98,111.725,115.999,454.915,-419.068,-172.767,150.877,-597.406,410.133,1722.701
-354.953,-273.413,-57.413,407.568,-213.175,28.287,250.581,-116.784,-55.976,1137.441
-280.017,-41.843,81.523,187.137,72.709,295.438,-213.908,382.911,-481.184,96.627
-258.211,248.441,-89.441,-3.838,839.042,663.482,-89.605,512.3,14.489,-683.522
-435.759,479.376,-118.639,-111.599,-48.117,769.28,302.93,947.148,455.79,-52.772
-164.857,631.526,-62.941,205.327,-39.155,556.942,342.838,663.189,5.887,398.155
117.404,716.157,94.173,339.129,262.993,275.702,436.157,541.12,328.013,264.697
278.651,749.601,132.601,452.039,483.868,272.603,469.601,591.358,609.988,423.409
269.633,627.486,160.904,424.026,282.086,233.005,421.987,454.352,362.367,420.268
145.494,507.165,203.592,-104.079,56.262,151.881,117.232,348.154,147.544,256.847
-16.105,364.332,65.541,-261.266,-129.689,181.057,-35.355,227.916,0.279,8.534
-79.849,74.166,-38.301,-126.549,-363.504,114.832,-223.479,209.488,234.382,-383.727
-205.63,-370.867,519.962,15.645,40.351,-50.918,-678.023,252.796,-77.291,-172.641
-100.004,-873.338,662.146,183.075,-69.143,-143.134,-974.956,407.926,196.82,-540.576
-15.879,-815.38,403.833,323.936,-981.645,-205.782,-1003.701,65.479,362.245,379.845
-65.101,41.856,5.44,38.962,-695.57,-233.816,-1067.754,-29.984,-600.755,702.301
82.519,22.734,-371.761,-137.99,-647.629,-278.73,-501.79,24.753,-138.314,364.729
-4.799,-912.882,95.057,35.878,-245.471,-35.877,-419.074,-354.564,13.017,842.736
-297.251,-771.263,-288.52,-322.569,-523.417,284.963,-817.887,-118.059,386.203,630.282
-715.175,-307.011,-233.559,-78.574,-164.271,238.242,-449.788,73.634,-472.648,327.886
-1003.934,153.716,-320.251,-423.685,-24.522,122.422,15.683,230.387,-201.161,85.397
-667.83,457.805,-484.897,-21.759,144.427,237.232,115.349,533.705,-324.195,-38.36
-120.654,637.735,-185.718,34.556,-105.528,236.362,357.459,288.037,-1.317,77.256
185.516,725.666,34.481,293.992,468.5,303.626,445.666,580.619,339.739,316.948
240.216,596.189,103.216,445.473,209.048,224.676,435.46,492.449,483.933,348.548
96.77,488.906,57.903,-9.589,-20.196,193.037,285.352,207.265,866.05,202.508
-91.129,289.064,62.758,-290.517,-304.361,283.559,-182.62,-11.912,476.752,-195.757
-76.956,-96.171,105.935,-580.339,-1.945,-146.952,-633.174,-68.589,861.817,-13.147
-232.144,-640.927,416.646,-286.41,-158.104,-287.758,-756.476,-70.569,-137.976,-328.869
120.324,-1059.56,149.561,147.654,-164.812,-70.387,-728.288,-55.414,71.784,421.202
242.088,-730.877,206.373,238.348,-716.113,226.448,-903.964,433.265,-75.432,636.818
-12.634,401.341,-550.047,-263.783,130.517,-150.351,-645.167,524.474,-684.156,-233.085
353.6,552.862,-775.229,-102.861,12.579,-308.632,-374.882,426.722,204.26,-434.031
689.001,-429.953,367.137,70.401,-61.498,-66.716,-847.027,162.146,-371.603,163.384
242.14,-751.107,-831.246,170.294,-75.635,-18.835,-882.859,320.07,-424.074,414.557
-712.638,-555.682,-214.051,-261.635,-167.119,84.75,-589.164,144.068,-219.256,249.992
-836.527,-82.185,-66.713,-225.457,71.853,-317.123,-399.534,10.345,-462.005,179.383
-511.083,370.236,-518.717,20.899,195.953,120.097,-78.442,85.746,-404.287,82.874
-174.798,598.202,-214.991,249.501,-49.726,54.843,287.187,156.963,-212.505,81.16
128.806,716.509,-43.98,276.861,388.979,154.455,436.509,482.947,388.748,236.864
259.824,712.968,-27.373,401.968,349.602,148.111,445.975,722.741,765.62,363.521
57.622,541.129,134.222,104.25,43.743,240.203,314.342,298.905,59.406,176.237
45.222,265.966,347.814,-324.935,279.888,352.439,-55.4,-261.13,-325.103,153.539
31.564,-187.474,336.246,-373.477,-154.503,-53.554,-699.112,-613.098,775.208,465.835
210.329,-666.798,-503.486,-191.964,-155.491,-87.241,-752.217,-287.309,-135.302,252.886
403.742,-790.094,-204.715,67.208,-33.068,317.855,-759.529,25.911,-205.149,687.957
542.212,-305.465,-164.676,22.356,-40.744,693.661,-488.968,934.039,226.049,57.252
-69.955,1001.886,78.339,-234.636,-270.535,89.481,-108.343,504.082,-700.922,-348.021
170.739,1067.776,-167.037,-430.172,-182.394,-293.913,-420.214,-19.927,-101.54,-75.968
1018.773,51.139,533.581,-109.937,28.295,-265.327,-1022.778,-17.658,-119.55,317.078
562.821,-642.207,-318.829,394.335,293.393,-539.012,-954.857,271.266,412.854,-212.348
122.023,-647.725,-276.693,303.135,26.345,-418.082,-816.1,263.857,464.918,-144.826
-167.488,-199.122,82.315,126.056,208.832,-59.063,-803.332,451.639,91.41,-153.62
-222.542,305.785,-241.639,305.59,-375.533,287.03,-218.398,252.471,-131.905,-270.39
125.267,593.173,-117.365,465.049,-269.612,114.58,250.856,100.297,-287.532,447.297
144.017,723.881,140.662,408.68,231.359,76.284,443.881,461.185,328.17,537.038
407.484,656.101,227.77,329.779,135.085,100.246,434.546,368.286,672.653,386.5
373.182,326.714,-15.319,63.862,-183.727,187.308,246.644,-566.12,-105.953,361.252
321.99,145.678,95.576,-458.148,245.088,240.554,-143.223,-822.172,89.652,448.901
182.554,-286.849,279.385,-652.732,-234.487,122.723,-399.748,-468.747,508.536,819.41
268.761,-626.358,-11.636,-528.703,-508.306,-25.003,-592.073,-112.428,393.543,314.77
655.627,-572.463,215.638,-572.149,60.505,269.086,-439.249,229.79,961.345,377.481
668.946,61.894,118.185,-292.615,65.294,275.912,-212.916,512.475,476.08,310.868
-367.806,1389.117,363.673,-415.832,-216.013,251.794,43.148,-241.162,-539.355,69.998
-182.43,1272.451,27.509,-41.577,7.698,79.761,-625.874,-273.994,-608.136,493.56
1005.264,199.67,296.607,456.853,53.162,169.681,-980.983,40.309,-478.464,252.287
832.354,-628.787,91.753,479.749,-371.911,-289.031,-1052.029,-139.31,279.398,105.547
465.807,-654.595,62.861,440.186,-440.676,-615.418,-1093.373,-9.142,-18.664,151.198
447.29,-228.919,47.948,299.204,95.927,-399.297,-841.35,710.686,292.582,-198.797
142.863,252.327,-158.848,323.678,-504.872,-160.58,-350.265,14.906,143.34,-20.977
358.789,572.098,-25.675,425.265,-110.67,-86.593,165.052,199.923,-243.348,550.6
297.297,728.619,161.406,461.075,217.249,-7.706,440.6,576.006,268.495,751.348
396.542,591.963,104.444,369.766,206.504,344.002,417.614,202.221,116.641,582.375
412.5,306.356,-242.474,-180.407,-328.278,197.707,99.554,-231.962,-386.916,41.74
430.139,28.967,-186.098,-615.455,126.735,614.614,-102.397,-381.472,51.975,184.09
659.488,-293.138,-286.124,-971.219,-190.767,173.894,-43.769,25.79,112.993,514.609
520.369,-557.235,-604.444,-901.198,-147.473,458.393,-202.709,-49.386,60.739,3.819
549.175,-461.655,-465.516,-360.779,589.714,400.572,-189.872,-333.499,286.105,406.977
401.354,239.135,-287.841,-312.694,5.894,289.652,-165.489,-207.173,378.006,687.329
-305.619,1430.276,249.423,-244.368,-585.929,354.575,-74.98,-653.202,120.498,482.536
-463.914,1216,-361.291,309.037,269.868,222.459,-758.942,-496.489,410.621,754.567
493.401,150.271,64.041,588.85,243.691,-39.192,-719.836,-150.99,64.586,361.37
732.678,-595.745,-14.731,725.542,-93.007,-458.751,-723.445,-258.651,324.293,92.501
439.408,-565.156,310.22,-18.627,-119.132,-949.675,-1008.34,106.628,-485.447,196.065
563.768,-165.411,-5.759,206.125,322.288,-1307.176,-640.334,633.955,329.919,96.984
588.958,227.294,-322.974,344.606,-40.249,-1093.562,-363.2,227.524,8.493,319.621
684.712,481.076,-243.552,420.773,-24.483,-609.256,58.201,572.526,143.937,356.322
570.962,698.108,-22.487,409.97,91.172,27.568,396.406,646.005,422.455,584.15
265.948,598.802,-0.22,364.959,331.148,376.662,372.455,470.406,108.376,339.659
449.556,217.836,-534.188,-119.417,347.887,267.347,132.829,3.72,-578.772,-5.003
692.747,-70.075,-1056.361,-488.589,598.235,371.469,130.898,-200.494,-197.072,-75.998
697.629,-207.236,-761.053,-702.735,635.033,205.689,152.618,-20.163,260.486,328.34
273.77,-465.608,-378.472,-543.954,424.014,324.931,195.279,-183.694,-142.378,259.555
391.03,-390.341,-148.264,-121.078,267.497,209.987,-135.163,-344.548,510.405,402.215
368.868,163.874,-551.923,-3.636,123.637,83.012,-220.469,-198.41,71.71,141.541
-555.836,1240.437,-238.399,38.518,30.466,141.634,-567.946,-794.942,825.772,155.038
-867.301,1053.321,-782.675,219.42,634.792,157.684,-779.129,-545.246,226.047,621.621
-390.509,0.158,-89.644,696.168,917.126,225.262,-275.289,-48.03,288.692,178.125
419.309,-626.538,-179.04,1136.858,439.681,-406.56,-158.605,247.585,-140.138,180.457
337.537,-533.114,-336.54,441.793,358.03,-438.317,-520.854,288.718,-443.619,163.675
314.023,-241.363,-492.281,299.879,511.906,-515.87,-167.204,302.94,134.115,241.288
628.112,4.405,-719.861,345.037,311.074,-979.089,-26.017,419.909,93.721,-4.223
864.294,219.481,-588.771,136.486,321.639,-737.081,64.334,449.065,223.061,195.003
772.052,535.741,-160.435,370.616,-5.985,9.187,285.571,572.464,220.498,131.256
468.041,624.405,-33.338,299.976,-57.795,413.366,332.201,137.879,293.713,187.515
448.859,170.538,-500.998,60.945,591.971,248.609,164.9,124.438,-265.593,-44.598
832.838,-56.38,-745.785,-74.203,235.007,-117.552,170.289,-91.027,-509.335,120.399
570.38,-262.618,-929.57,-440.025,199.008,-281.559,128.6,-296.318,194.144,378.868
-39.172,-507.142,-447.993,-380.71,526.532,185.871,234.448,-423.11,643.229,593.701
